city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date
Ho Chi Minh City,VN,32.82,39.82,32.82,33.01,70,1008,Rain,mưa nhẹ,4.12,300,99,10000,2026-09-16 15:58:30,2026-09-16
Bien Hoa,VN,32.8,39.8,32.8,32.99,63,1008,Clouds,mây đen u ám,1.54,312,99,10000,2026-09-16 15:58:30,2026-09-16
Vung Tau,VN,29.02,33.74,29.02,29.02,75,1009,Rain,mưa nhẹ,4.25,200,81,10000,2026-09-16 15:58:30,2026-09-16
Thu Dau Mot,VN,33.03,40.03,32.84,33.03,62,1008,Clouds,mây đen u ám,4.12,300,99,10000,2026-09-16 15:58:30,2026-09-16
Ba Ria,VN,30.56,36.44,30.56,30.56,70,1009,Clouds,mây đen u ám,3.55,219,100,9685,2026-09-16 15:58:30,2026-09-16
