city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date
Ho Chi Minh City,VN,34.48,41.48,34.48,34.48,61,1005,Clouds,mây đen u ám,3.58,313,100,10000,2026-07-10 14:29:16,2026-07-10
Bien Hoa,VN,35.02,41.94,35.02,35.02,53,1005,Clouds,mây đen u ám,6.64,284,100,10000,2026-07-10 14:29:16,2026-07-10
Vung Tau,VN,31.87,37.69,31.87,31.87,63,1006,Clouds,mây đen u ám,5.17,258,97,10000,2026-07-10 14:29:16,2026-07-10
Thu Dau Mot,VN,35.06,42.06,35.06,35.06,60,1005,Clouds,mây đen u ám,7.28,279,100,10000,2026-07-10 14:29:16,2026-07-10
Ba Ria,VN,34.3,38.37,34.3,34.3,48,1006,Clouds,mây đen u ám,6.49,266,97,10000,2026-07-10 14:29:17,2026-07-10
