city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date
Ho Chi Minh City,VN,33.93,40.93,33.93,33.93,62,1007,Clouds,mây đen u ám,3.13,190,91,10000,2026-08-04 13:21:43,2026-08-04
Bien Hoa,VN,33.91,40.91,33.91,33.91,58,1007,Clouds,mây đen u ám,4.78,245,92,10000,2026-08-04 13:21:43,2026-08-04
Vung Tau,VN,29.28,34.18,29.28,29.28,74,1008,Clouds,mây đen u ám,6.77,182,88,10000,2026-08-04 13:21:43,2026-08-04
Thu Dau Mot,VN,33.95,40.95,33.95,33.95,62,1007,Clouds,mây đen u ám,5.09,240,89,10000,2026-08-04 13:21:43,2026-08-04
Ba Ria,VN,31.6,36.73,31.6,31.6,62,1008,Clouds,mây đen u ám,4.88,198,90,10000,2026-08-04 13:21:43,2026-08-04
