city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date
Ho Chi Minh City,VN,33.37,40.37,33.37,33.37,63,1008,Clouds,mây cụm,1.79,237,59,10000,2026-07-22 13:22:55,2026-07-22
Bien Hoa,VN,33.91,37.87,33.91,33.91,49,1008,Clouds,mây cụm,3.08,291,53,10000,2026-07-22 13:22:55,2026-07-22
Vung Tau,VN,28.9,33.65,28.9,28.9,76,1009,Clouds,mây rải rác,6.66,167,47,10000,2026-07-22 13:22:55,2026-07-22
Thu Dau Mot,VN,33.95,40.95,33.95,33.95,62,1008,Clouds,mây cụm,2.94,279,57,10000,2026-07-22 13:22:55,2026-07-22
Ba Ria,VN,32.45,37.2,32.45,32.45,57,1009,Clouds,mây rải rác,4.2,192,46,10000,2026-07-22 13:22:55,2026-07-22
