city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date
Ho Chi Minh City,VN,33.37,40.37,33.01,33.37,66,1005,Clouds,mây đen u ám,7.72,260,100,10000,2026-09-03 15:26:18,2026-09-03
Bien Hoa,VN,33.35,40.35,32.99,33.35,60,1005,Rain,mưa vừa,2.79,282,100,10000,2026-09-03 15:26:19,2026-09-03
Vung Tau,VN,31.71,37.6,31.71,31.71,64,1005,Clouds,mây đen u ám,6.61,236,100,10000,2026-09-03 15:26:19,2026-09-03
Thu Dau Mot,VN,33.03,38.89,33.03,33.39,58,1005,Rain,mưa cường độ nặng,7.72,260,100,10000,2026-09-03 15:26:19,2026-09-03
Ba Ria,VN,32.19,38.16,32.19,32.19,62,1005,Clouds,mây đen u ám,3.04,222,100,10000,2026-09-03 15:26:19,2026-09-03
