city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,31.2,38.2,31.2,31.2,74,1007,Clouds,mây đen u ám,3.13,178,100,10000,2026-07-03 13:55:32,2026-07-03,28.7,nóng
Bien Hoa,VN,31.1,38.1,31.1,31.1,73,1007,Clouds,mây đen u ám,6.54,231,98,10000,2026-07-03 13:55:32,2026-07-03,28.6,nóng
Vung Tau,VN,28.4,32.5,28.4,28.4,76,1008,Clouds,mây đen u ám,6.26,241,99,10000,2026-07-03 13:55:32,2026-07-03,25.9,mát
Thu Dau Mot,VN,31.2,38.2,31.2,31.2,74,1007,Clouds,mây đen u ám,7.33,230,99,10000,2026-07-03 13:55:32,2026-07-03,28.7,nóng
Ba Ria,VN,27.7,31.8,27.7,27.7,83,1008,Clouds,mây đen u ám,3.99,236,100,10000,2026-07-03 13:55:32,2026-07-03,25.4,mát
