city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,25.0,26.2,25.0,25.0,100,1008,Rain,mưa vừa,4.63,180,100,3011,2026-09-25 16:14:52,2026-09-25,23.0,mát
Bien Hoa,VN,25.0,26.0,25.0,25.0,94,1009,Rain,mưa cường độ nặng,4.37,186,100,3595,2026-09-25 16:14:52,2026-09-25,22.9,mát
Vung Tau,VN,27.8,32.0,27.8,27.8,82,1009,Clouds,mây đen u ám,5.35,176,100,10000,2026-09-25 16:14:52,2026-09-25,25.5,mát
Thu Dau Mot,VN,25.0,26.2,25.0,25.0,100,1009,Rain,mưa cường độ nặng,4.63,180,100,6800,2026-09-25 16:14:52,2026-09-25,23.0,mát
Ba Ria,VN,28.3,33.1,28.3,28.3,82,1009,Clouds,mây đen u ám,3.96,172,99,10000,2026-09-25 16:14:52,2026-09-25,26.0,mát
