city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,33.4,40.4,33.4,33.4,63,1008,Clouds,mây đen u ám,2.24,191,97,10000,2026-07-14 13:05:12,2026-07-14,30.7,nóng
Bien Hoa,VN,32.8,39.8,32.8,32.8,68,1008,Clouds,mây đen u ám,6.01,272,94,7104,2026-07-14 13:05:12,2026-07-14,30.2,nóng
Vung Tau,VN,28.4,32.7,28.4,28.4,78,1009,Clouds,mây đen u ám,4.85,212,86,6326,2026-07-14 13:05:12,2026-07-14,26.0,mát
Thu Dau Mot,VN,32.8,39.8,32.8,32.8,66,1008,Clouds,mây đen u ám,6.23,271,98,7028,2026-07-14 13:05:12,2026-07-14,30.1,nóng
Ba Ria,VN,29.3,34.4,29.3,29.3,75,1009,Clouds,mây cụm,3.5,225,82,5792,2026-07-14 13:05:13,2026-07-14,26.8,mát
