city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,30.0,37.0,29.0,30.0,82,1010,Clouds,mây cụm,1.03,0,75,10000,2026-05-21 21:16:00,2026-05-21,27.7,nóng
Bien Hoa,VN,30.0,37.0,29.0,30.0,80,1010,Clouds,mây cụm,3.08,161,74,10000,2026-05-21 21:16:00,2026-05-21,27.6,nóng
Vung Tau,VN,28.8,33.6,28.8,28.8,77,1010,Clouds,mây đen u ám,4.16,182,100,10000,2026-05-21 21:16:00,2026-05-21,26.4,mát
Thu Dau Mot,VN,29.0,34.6,29.0,30.1,79,1010,Clouds,mây cụm,1.03,0,75,10000,2026-05-21 21:16:00,2026-05-21,26.6,mát
Ba Ria,VN,28.9,34.1,28.9,28.9,78,1010,Clouds,mây đen u ám,2.22,176,85,10000,2026-05-21 21:16:00,2026-05-21,26.5,mát
