city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,33.4,40.4,33.0,33.4,67,1007,Clouds,mây đen u ám,6.17,280,100,10000,2026-09-02 15:16:50,2026-09-02,30.7,nóng
Bien Hoa,VN,33.4,40.4,33.0,33.4,61,1007,Clouds,mây đen u ám,4.36,264,100,10000,2026-09-02 15:16:50,2026-09-02,30.6,nóng
Vung Tau,VN,31.7,37.6,31.7,31.7,64,1007,Clouds,mây đen u ám,5.94,260,100,10000,2026-09-02 15:16:50,2026-09-02,29.0,nóng
Thu Dau Mot,VN,33.0,40.0,33.0,33.4,62,1007,Clouds,mây đen u ám,6.17,280,100,10000,2026-09-02 15:16:50,2026-09-02,30.2,nóng
Ba Ria,VN,33.0,38.5,33.0,33.0,57,1007,Clouds,mây đen u ám,5.71,254,100,10000,2026-09-02 15:16:50,2026-09-02,30.1,nóng
