city,country,temp_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,weather_main,weather_desc,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,extracted_at,extracted_date,heat_index,temp_category
Ho Chi Minh City,VN,32.8,39.8,32.8,33.0,67,1010,Clouds,mây cụm,6.69,270,68,10000,2026-08-23 11:29:08,2026-08-23,30.1,nóng
Bien Hoa,VN,32.8,39.8,32.8,33.0,65,1010,Rain,mưa nhẹ,7.33,263,70,10000,2026-08-23 11:29:08,2026-08-23,30.1,nóng
Vung Tau,VN,29.8,34.6,29.8,29.8,70,1011,Rain,mưa nhẹ,6.25,243,97,10000,2026-08-23 11:29:08,2026-08-23,27.2,mát
Thu Dau Mot,VN,33.0,40.0,32.8,33.0,62,1010,Rain,mưa nhẹ,6.69,270,64,10000,2026-08-23 11:29:08,2026-08-23,30.2,nóng
Ba Ria,VN,31.3,36.3,31.3,31.3,63,1010,Clouds,mây cụm,6.62,243,76,10000,2026-08-23 11:29:08,2026-08-23,28.6,nóng
